id,taxid,fasta_dna,fasta_aa
GCF_045689605.1,3108176,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_045689605.1/GCF_045689605.1_ASM4568960v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_045689605.1/GCF_045689605.1_ASM4568960v1_protein.faa
GCF_000924455.1,3240496,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000924455.1/GCF_000924455.1_ViralProj263851_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000924455.1/GCF_000924455.1_ViralProj263851_protein.faa
GCF_014126825.1,2760083,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_014126825.1/GCF_014126825.1_ASM1412682v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_014126825.1/GCF_014126825.1_ASM1412682v1_protein.faa
GCF_054515875.1,3569258,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_054515875.1/GCF_054515875.1_ASM5451587v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_054515875.1/GCF_054515875.1_ASM5451587v1_protein.faa
GCF_000843725.1,3050334,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000843725.1/GCF_000843725.1_ViralProj14404_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000843725.1/GCF_000843725.1_ViralProj14404_protein.faa
GCF_031658215.1,435897,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_031658215.1/GCF_031658215.1_ASM3165821v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_031658215.1/GCF_031658215.1_ASM3165821v1_protein.faa
GCF_000847165.1,2732714,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000847165.1/GCF_000847165.1_ViralProj14591_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000847165.1/GCF_000847165.1_ViralProj14591_protein.faa
GCF_002952215.1,2023229,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002952215.1/GCF_002952215.1_ASM295221v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002952215.1/GCF_002952215.1_ASM295221v1_protein.faa
GCF_004134365.1,2268743,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_004134365.1/GCF_004134365.1_ASM413436v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_004134365.1/GCF_004134365.1_ASM413436v1_protein.faa
GCF_023156065.1,2956478,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_023156065.1/GCF_023156065.1_ASM2315606v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_023156065.1/GCF_023156065.1_ASM2315606v1_protein.faa
